mr,ref
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], familyFriendly[no], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the city centre. It is near X-near. Its customer rating is average.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]","A coffee shop for families, X-name, serving Chinese food is situated in the city centre, near the X-near.  It receives an average rating.."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]",Near X-near there is a coffee shop called X-name with Chinese food
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]",X-name is a coffee shop with Chinese food and an average rating in city centre near X-near
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the city centre. It is near X-near. Its customer rating is average.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]","The average coffee shop, X-name, serves Chinese food near the X-near in the city centre."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]","X-name, a coffee shop that receives average ratings from customers is a  family friendly Chinese restaurant located in the city centre near the X-near."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop that serves Chinese food. The customer rating is average. It is located in the riverside by X-near and is not family friendly
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",For Chinese food on the riverside try X-name coffee shop. It serves Chinese food and has received average customer ratings. It is near X-near but is not suitable for customers looking for a family friendly eating house.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",The X-name coffee shop serves Chinese food. The customer rating is average but is not family friendly. It is located on the riverside near X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is average.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",There is a Chinese coffee shop named X-name that is not family friendly and has an average rating. It is in the riverside area near X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop that serves Chinese food in the riverside area near X-near. It is not family friendly and has an average customer rating.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",In the riverside near the X-near is a family friendly Chinese coffee shop. It has an average customer rating and is named X-name.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","There is a coffee shop located near X-near, in the riverside area, called X-name. They offer Chinese food, are reported to be family friendly, and have and average customer rating."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a riverside coffee shop near the X-near. It is a family friendly coffee shopping which serves Chinese food and has an average rating
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","An average, family friendly coffee shop located near the X-near, the X-name serves Chinese food."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is average.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","X-name is an average rated coffee shop serving Chinese food. It is located by the riverside, near to the X-near and is family friendly"
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","Chinese food is served at the X-name coffee shop. It has an average customer rating, is located in the Riverside area near the X-near and yes, is family friendly."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","X-name is a coffee shop located near the X-near, in the riverside area. This establishment offers Chinese food, is family friendly, and has an average customer rating."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","X-name coffee shop serves Chinese food. Located in Riverside, X-name is children friendly. The customers rate their experience as average. You can find this location near X-near."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","X-name is a coffee shop that also serves Chinese food. It is located in the riverside area near the X-near, has an average customer rating and yes, is family friendly."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",An average rated Chinese coffee shop located in Riverside is called X-name.  It is near X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a Chinese coffee shop with an average customer rating located in the riverside near X-near. It is family friendly.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a Chinese coffee shop with an average rating located in Riverside near X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]","The kid friendly coffee shop, X-name, serves Chinese food and is located in riverside near the X-near. It has a high customer rating."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]","The X-name is a low rated, kids friendly coffee shop offering Chinese food which is located at riverside near X-near."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",X-name is a high rated coffee shop offering Chinese food and is kids friendly. It is located at riverside near X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",The highly rated coffee shop X-name is a kids friendly establishment in the riverside area near to the X-near offering Chinese food.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]","X-name is a coffee shop are on the riverside located near X-near. They serve Chinese food, have a high customer rating, and are kid friendly."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]","The coffee shop X-name is situated near the X-near in the riverside area. Offering Chinese food, it is kids friendly establishment with a high customer rating."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",X-name is a kid friendly coffee shop that serves Chinese food. They have a high customer rating and are located near the X-near on the riverside.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]","Located near the X-near, X-name is a coffee shop styled establishment that sells delicious Chinese food.  Known in the Riverside area for it's children friendly atmosphere, it has received high ratings."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is high.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is high.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is high.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[no], near[X-near]",X-name is a low rated coffee shop that serves Chinese food in the centre of the city. Located near X-near this coffee shop is not family friendly.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[no], near[X-near]","The coffee shop X-name serves Chinese food and is not family friendly,  It has a low customer service rating.  It's located near the X-near in the city centre."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[no], near[X-near]","X-name is a coffee shop in the city centre, near X-near, that also serves Chinese food, is not family friendly and has a low customer rating."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[no], near[X-near]","There is a coffee shop called X-name in the city centre, near X-near, that serves Chinese food, it is not family friendly and has a low customer rating."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[no], near[X-near]","X-name coffee shop is located in the city centre near X-near.  Serving Chinese food, it is not family friendly and has a low customer rating."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[no], near[X-near]",The coffee shop X-name serves Chinese food.  It is not family friendly and has a low customer service rating.  It's located near the X-near in the city centre.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[no], near[X-near]","X-name coffee shop serves Chinese food and is not family friendly. With a low customer rating, it is located in the city centre near X-near, it is not family friendly."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[yes], near[X-near]",X-name is a family friendly Chinese coffee shop with low customer rating in the centre of the city near X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the city centre. It is near X-near. Its customer rating is low.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[yes], near[X-near]","There is a coffee shop that serves Chinese food, in the city centre near the X-near called X-name, it is family friendly, but the customer Rating is low."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[yes], near[X-near]","X-name is a coffee shop that serves Chinese food, located in the city centre near X-near. The customer Rating is low but is family friendly."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[yes], near[X-near]",X-name is a family friendly Chinese coffee shop with low customer rating in the centre of the X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[city centre], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the city centre. It is near X-near. Its customer rating is low.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is low.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop located by the riverside and near X-near. No it is not family friendly but does offer Chinese food. It has a low customer rating.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is low.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is low.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[no], near[X-near]","X-name is a coffee shop that offers Chinese food, has a low customer rating and is located by the area of riverside. No it is not family friendly. X-name is near X-near."
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[yes], near[X-near]",The X-name is a family friendly coffee shop with low customer rating. It has Chinese food and is located near the X-near in Riverside.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[yes], near[X-near]",X-name is a Chinese coffee ship with a low customer rating. It is family friendly place locater in the riverside area the  X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is low.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[yes], near[X-near]",X-name is coffee shop with low customer rating. It serves Chinese food. They are located in Riverside near the X-near.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[yes], near[X-near]",In the riverside near the X-near is a family friendly Chinese coffee shop with a low customer rating known as X-name.
"name[X-name], eatType[coffee shop], food[Chinese], customer rating[low], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop providing Chinese food It is located in the riverside. It is near X-near. Its customer rating is low.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]","a family coffee shop with English food is X-name, in the area of riverside close to X-near with a customer rating 1 out of 5"
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is located near Crown Plaza Hotel in riverside. It's a coffee shop that serves English food and is kid friendly but only rated 1 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a kid friendly English coffee shop located at the riverside near the Crown Plaza Hotel. Customers rate it 1 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",A coffee shop called X-name provides English food and is near to Crown Plaza Hotel. It is kids friendly and is by the riverside with a customer rating of 1 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]","X-name is a family coffee shop in the area of riverside,they also sell English food with a rating 1 out of 5 is near to X-near"
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a child friendly English coffee shop that is located near the X-near in the riverside area. It has a rating of 1 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]","The kid friendly coffee shop, X-name, near Crown Plaza Hotel in riverside serves English food. It only got 1 out of 5."
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",There is a family friendly coffee shop in the riverside area near X-near named X-name rated 1 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",There is a children friendly English coffee shop by the X-near near the riverside area called X-name. It has a rating of 1 out of five.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",Near to the Crown Plaza Hotel there is a kids friendly coffee shop called X-name that provides English food and has a customer rating of 1 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a family friendly coffee shop in the riverside area near X-near rated 1 our of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[X-near]","Near the Crown Plaza Hotel at the riverside, there is a kid friendly English coffee shop called X-name, customers rate is 1 out of 5."
"name[X-name], eatType[coffee shop], food[English], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[X-near]",There is an English coffee shop called the X-name which is located in the Riverside area near the X-near which has a decent rating of 3 out 5. And yes it is a kid friendly environment.
"name[X-name], eatType[coffee shop], food[English], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a kids friendly coffee shop located near the X-near in Riverside.  It has a  customer rating of 3 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[X-near]","Yes, near the X-near, there is an English coffee Shop called the X-name which has a good customer rating of 3 out of 5."
"name[X-name], eatType[coffee shop], food[English], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name near the X-near in the riverside area is a kids friendly coffee shop with a customer rating of 3 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[X-near]",X-name serves English food in a coffee shop.  Rated 5 out of 5 stars. It is near X-near and in the city centre area. It is not family-friendly.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[X-near]","The X-name is a highly rated non-family-friendly coffee shop, located in the city centre near the X-near, which serves English food."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[X-near]",X-name coffee shop serves excellent English food near the X-near in the city centre. Not family-friendly.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[X-near]","Near X-near in the city centre, X-name English coffee shop. Not family-friendly"
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[X-near]",X-name is a coffee shop serving English food with a customer rating of 5 out of 5 stars.  It is in the city centre area near the X-near. Not Kid Friendly
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[X-near]","In the city centre, near the X-near, there is a highly rated non-family-friendly coffee shop called X-name that serves English food."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[X-near]",X-name is a family-friendly coffee shop near the X-near in the centre of the city.  They serve English food and have a customer rating of 5 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[X-near]",family-friendly highly rated English food at X-name coffee shop in the city centre near X-near
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[X-near]",in the city centre near X-near is family-friendly highly rated English food at X-name coffee shop
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[X-near]","Serving English food, X-name is a family-friendly coffee shop with a customer rating of 5 out of 5.  It is located near the X-near in the city centre."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[X-near]","X-name is an English coffee shop near X-near. It is located on the riverside. It is not family-friendly, but receives a 5 out of 5 rating."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[X-near]","X-name is an English coffee shop located on the riverside. It is not family-friendly, but received a 5 out of 5 rating. It is near X-near."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[X-near]","For an adults-only venue, rated 5 out of 5 by its patrons, head to X-name, near X-near in riverside.  It is a coffee shop offering English food."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[X-near]","X-name, a 5 out of 5 English coffee shop, is not kid friendly. It is located near X-near and riverside."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[X-near]","Near the X-near and riverside, the 5 out of 5 English coffee shop X-name, is no kid friendly."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[X-near]","X-name, near X-near in riverside, is a coffee shop offering English food.  Although not family-friendly, it has been rated 5 out of 5 by its patrons."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]","For English food in the riverside area, X-name is a high-rated English food restaurant near X-near. It is family friendly."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]","X-name is a good coffee shop for family . It's not in the city centre . Family can eat breakfast at X-name . This Café in not in the centre of the city ,It's near the X-near ."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a family friendly coffee shop serving English food in the riverside area. It is near the X-near and rated 5 out of 5.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop near X-near. It serves English food. It is family friendly and has a 5 star rating.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]",There is a family-friendly coffee shop called X-name that is not far from the X-near.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]","X-name, a coffee shop, has a customer rating 5 out of 5, English food, family friendly, in the riverside area, and near X-near."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop near the X-near. It's a good Café for family . It  doesn't located on the  centre of city . It's a good place for eating breakfast.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]","X-name is a five-star, family friendly coffee shop that is close to the X-near."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]",X-name is a family friendly English coffee shop near the X-near on the riverside. It has a 5 out of 5 customer rating.
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]","X-name boasts a five star rating, is family friendly, and serves English food. It is located next to X-near."
"name[X-name], eatType[coffee shop], food[English], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[X-near]","Near X-near in the riverside area, is a coffee shop called X-name has English food, family friendly with a customer rating 5 out of 5."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[no], near[X-near]","X-name is in the city centre near X-near. It has an average rating and serves English food in a coffee shop setting, it isn't family-friendly."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[no], near[X-near]",X-name is an English coffee shop located near the X-near in the city centre. They have an average customer rating and re not family-friendly.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[no], near[X-near]",X-name is an English  coffee shop near X-near in the city centre. It has an average customer rating.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[no], near[X-near]",X-name is an English coffee shop located near the X-near in the city centre. They have an average customer rating and re not family-friendly.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[no], near[X-near]",In the city centre near X-near is a non family-friendly coffee shop called X-name. It serves English food with an average customer rating.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[no], near[X-near]",X-name with an average customer rating is an English  coffee shop near X-near in the city centre.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]","In the city centre, near X-near is X-name, a coffee shop.  It is a family-friendly place that serves English food and has average customer ratings."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]","Near X-near in the centre of the city is a coffee shop, X-name.  Serving English food, it has average customer ratings but if family-friendly."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]","Located near X-near, The X-name coffee shop serves English food in a family-friendly environment and has an average customer rating."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]",X-name is a  family-friendly coffee shop providing English food. It is located in city centre near the X-near and it has average customer's rating and
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]","The X-name coffee shop, located near X-near, serves English food in a family-friendly environment and has an average customer rating."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[city centre], familyFriendly[yes], near[X-near]",There is a family-friendly  coffee shop X-name  in the city centre near the X-near  that provides English food and it is average rating hotel.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[no], near[X-near]","X-name is a non-family-friendly, English coffee shop near X-near in riverside. It has an average customer rating."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[no], near[X-near]","Located near X-near in the riverside area is X-name, a coffee shop serving English food with an average customer rating. It is not child friendly."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop style with English food located at the riverside near X-near with an average customer rating and is not family-friendly.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",X-name is a coffee shop serving English food  with an average customer rating. It is located near X-near in the riverside area and is not child friendly.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[no], near[X-near]",X-name is located at the riverside near X-near with an average customer rating.  It is a coffee shop with English food and is not family-friendly.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[no], near[X-near]","X-name is a non-family-friendly, English coffee shop near X-near in riverside with an average customer rating."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop in the riverside area near to X-near. It serves English food and is family friendly. It has a customer rating of 3 stars.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a well liked children friendly English coffee shop located in riverside near the X-near.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","X-name, located near X-near in the riverside area, is a family-friendly coffee shop offering English fare. X-name received average customer reviews."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",English food can be found in a family friendly coffee shop in the riverside area. It is called X-name and is located near to the X-near. It has an average customer rating.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","X-name is a coffee shop. It has English food, family friendly. It is near the X-near, riverside, and customer rating is average."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",The riverside yes average coffee shop X-near English X-name.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a family friendly coffee shop located near X-near.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","Near X-near, in riverside, X-name coffee shop offers English food and a child friendly environment. They have average customer ratings."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","X-name, located in riverside near the X-near, is a well liked English coffee shop that offers a children friendly atmosphere."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop that is family friendly and serves British food. it is down the road from X-near.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is an English coffee shop. It located near riverside near X-near. It's family friendly. The customer rated it average.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","The riverside is an average place to eat, yes it is child friendly and is located on the riverside near X-near with English food and it is called X-name also it is a coffee shop."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","A coffee shop, X-name is riverside and near X-near. It has average customer rating and is family friendly."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","A family-friendly coffee shop with average customer reviews, X-name serves English food and can be found in the riverside area near the X-near."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]","With average customer ratings, X-name coffee shop near X-near in riverside offers English food and a child friendly environment."
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is an English coffee shop. It located near riverside near X-near. It's family friendly. The customer rated it average.
"name[X-name], eatType[coffee shop], food[English], customer rating[average], area[riverside], familyFriendly[yes], near[X-near]",X-name is a coffee shop that is family friendly and serves British food. it is down the road from X-near
"name[X-name], eatType[coffee shop], food[English], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",A kid friendly coffee shop just opened up by the X-near. I give high ratings to X-name for their English muffins and their beautiful view of the riverside.
"name[X-name], eatType[coffee shop], food[English], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]",There is a kid friendly highly rated English coffee shop in the riverside area near X-near.  It is called X-name.
"name[X-name], eatType[coffee shop], food[English], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]","A new coffee shop called X-name just opened up by the X-near, the first kid friendly one. It has a lovely view of the riverside, and amazing English muffins. I give high ratings."
"name[X-name], eatType[coffee shop], food[English], customer rating[high], area[riverside], familyFriendly[yes], near[X-near]","In riverside, conveniently located near the X-near, is a coffee shop called X-name.   Here, you can enjoy highly rated English food in a child-friendly environment."
